id,sentence,dataset,index,guideline,label
726,I will hurt you and any other gay people like you.,hatecheck,611,hatecrime victim,1
727,"RT @HlGHKEY: ""I have sex with a lot of guys but I'm not a hoe""......and I can sell Crack to people and not be a drug dealer FOH HOE",davidson,15862,curse sexual,1
728,Women feel extremely attracted by the forbidden fruit. So you just need to pretend you're a real fascist and they'll be willing and ready to lick your lolly.,dynahate,22987,curse sexual,1
729,why should Chinese people get rights?,dynahate,276,political exclusion,1
730,Dalits deserve to be treated like dirt and made to do the hard labor.,gpt,-1,harmful stereotype,1
731,There are now top EU scientists saying stupid women could be sterilised from taking covid-19 vaccine. Isn't that great?,dynahate,20134,attacking intellectual capability,1
732,@HuXijin_GT Stay hygienic in your eating habit Chinese filth... you have given this virus to the world with your filthy habits,asonam,1.25E+18,spread virus,1
733,Trans people like you are absolute filth.,hatecheck,295,filth,1
734,My black dress is better than all black women,dynahate,23603,better worse than,1
735,hes a different kind of vile haha. Classic woman lmao so sad and pathetic. Rachel is just gross,dynahate,19321,disgust repulsion,1
736,I venerate the killing of Jews,dynahate,38442,violent speech,1
737,fuck transgenderism and its shitty ass theories,dynahate,4776,curse genitalia,1
738,naturalizing trans is like naturalizing overpopulation: it shouldn't exist,dynahate,30735,contempt shouldnt exist,1
739,Let's just eradicate those trans people.,hatecheck,666,hatecrime victim,1
740,the virus (chinese people) only brings misery to your life,dynahate,17125,bacteria,1
741,Change your sexual preference with our scientifically proven methods.,gpt,-1,change sexual,1
742,I want to end every transvestite's life as they are abnormal mutants,manual,-1,deviating norm,1
743,Women are not allowed in this clubhouse.,gpt,-1,explicit exclusion,1
744,I'm embarrassed to admit that I'm prejudiced against people with mental health issues. I think they should be treated differently and I'm uncomfortable around them.,gpt,-1,contempt self admission intolerance,1
745,All Muslim men are just predators waiting to strike.,gpt,-1,sexual predator,1
746,it is true that muslims have the same worth as cancerous cells,dynahate,27591,disease,1
747,It's no surprise that Muslim men are sexual predators.,gpt,-1,sexual predator,1
748,Boys are more competent than girls,gpt,-1,better worse than,1
749,No she looks like a proper fucking twat like all women,dynahate,21783,curse genitalia,1
750,immigrants are all ignorant,manual,-1,attacking character trait,1
751,People of a certain age group should be excluded from the labour market,gpt,-1,economic exclusion,1
752,trans are all greedy,manual,-1,attacking character trait,1
753,yids do not have integrity,dynahate,1743,harmful stereotype,1
754,Of course I would skip trans movies. I'm not phobic but watching them makes me physically sick and I blame them that I now have to double check every girl I meet in a pub after a few drinks....so get that filth of the tv and stop pretending its normal!!,dynahate,18206,disgust vomit,1
755,Trans people are not legitimate individuals.,gpt,-1,deny existence,1
756,The President of the US calling COVID-19 the ‘Chinese virus’. Why does that not even surprise me at this point 🙄,asonam,1.24E+18,spread virus,1
757,Jewish people are using the power of the media to spread hatred and bigotry.,gpt,-1,harmful stereotype,1
758,@MikeNov47450872 tl;dr my Qanon niggas think a happening is gonna happen today. although it does sound reasonable that another major happening could happen due to chink virus.,asonam,1.24E+18,spread virus,1
759,Disabled people should all be killed.,hatecheck,704,hatecrime victim,1
760,@ErkinSidick Chinese virus kill humans! Let china pay !,asonam,1.25E+18,spread virus,1
761,I endorse the attacking of indians,dynahate,39182,attack concept associated protected characteristics,1
762,I can't believe they allowed a muslim there. People are really insane. BASTARDS,dynahate,18339,attacking mental health,1
763,Best thing men can do for whores is smack them in the face with the dildo they pay cheap prostitutes to pegg them with.,dynahate,22107,attacking derogatory term,1
764,Being an atheist is the better than being a Christian. Shaming others for their beliefs is not fucking okay.,dynahate,29718,better worse than,1
765,Black people like you are absolutefilth.,hatecheck,3427,filth,1
766,the saying of 'all muslims are terrorists' is accurate af,dynahate,9499,criminal,1
767,I am going to kill that dyk3! No. Joke.,dynahate,5795,violent speech,1
768,Go forth and attack negroes,dynahate,38979,attack concept associated protected characteristics,1
769,I endorse the attacking of bumders,dynahate,39211,attack concept associated protected characteristics,1
770,pakkis are not smart and can not join university,dynahate,6189,attacking education,1
771,the real virus isn't corona; it's them jews,dynahate,16624,bacteria,1
772,How many reasons do Albertans and the west need to set adrift the eastern parasites.,comments,839152,insects,1
773,transgenders shouldn'tbe allowed to exist,dynahate,27891,explicit exclusion,1
774,I endorse the attacking of africans,dynahate,39193,attack concept associated protected characteristics,1
775,Our clinic specializes in reparative therapy to change an individual's sexual orientation from gay to straight.,gpt,-1,change sexual,1
776,I want to end every black person's life.,hatecheck,570,hatecrime victim,1
777,Blacks are more primitive,dynahate,41100,subhumanity,1
778,Faggots go from an inspiring boy to an insensitive cunt real quick.,dynahate,8653,curse genitalia,1
779,The world would be a much better place with racial segregation - no need to mix whites with anyone,dynahate,10276,segregation,1
780,The Jews are dominating the world's political landscape.,gpt,-1,harmful stereotype,1
781,being trans is a fate worse than death,dynahate,15847,better worse than,1
782,@ABCPolitics Now do China. And repeat for three months so as to offset the last three months of #fakenews you've been spewing about the #ChineseVirus by pretending that China wasn't full of shit.,asonam,1.25E+18,spread virus,1
783,Dykes shouldn't be allowed at kids parties,dynahate,40934,social exclusion,1
784,women are pigs,manual,-1,dehumanization animal,1
785,People of a certain gender should be excluded from the labour market,gpt,-1,economic exclusion,1
786,We should not allow people with certain backgrounds to receive any form of economic support,gpt,-1,economic exclusion,1
787,She's clearly a fucking dumbass. Like all feemails,dynahate,21179,curse genitalia,1
788,I'm losing my mind 😵 quarantine is making me mad. #Chinese douchebags ate shit infected everyone with this #ChineseVirus and now the whole world is suffering for them. Bloody shitbags! Bloody ban #china ban Chinese people!😤 #Coronavirus,asonam,1.24E+18,spread virus,1
789,Don't be silly! Low IQ savages are just that. Shipping them here doesn't magically turn them into intelligent beings.,dynahate,32230,subhumanity,1
790,Ethnic cleansing means killing a lot of roach babies before they're born.,dynahate,21907,violent speech,1
791,No one with a history of poverty should be allowed to seek employment,gpt,-1,economic exclusion,1
792,I'll have to rape a black person today.,hatecheck,605,hatecrime victim,1
793,Allowing any more women into government will ruin our country.,hatecheck,511,political exclusion,1
794,I'll slaughter any disabled person like you.,hatecheck,690,hatecrime victim,1
795,Trans people are human garbage.,hatecheck,330,filth,1
796,being polish is a fate worse than death,dynahate,15814,better worse than,1
797,Are you seriously that ignorant to think we should not condemn the acts of muslims/terrorists??,dynahate,29540,criminal,1
798,@WBYeats1865 Fuck the chinese make a lot of people died in this #ChineseVirus. They will go to hell #ChinaLiedPeopleDie,asonam,1.24E+18,spread virus,1
799,his women is so two faced I believe in being who you are be happy help but she just does it for publicity seeing her documentary she a strong republican voted for that monster knowing his views and plans you can't now come out and stand with your brothers and sisters you are a joke !!!,data,1132,subhumanity,1
800,I'm ashamed to say that I'm ageist. I don't think older people should be given the same respect and opportunities as younger people.,gpt,-1,contempt self admission intolerance,1
801,There is no national security threat. The refugees are a border threat. There are Middle Eastern terrorists among them. Middle Easterners fly directly into buildings. They don't walk here,dynahate,32848,criminal,1
802,Try our therapy sessions to rid yourself of unwanted same-sex attraction.,gpt,-1,change sexual,1
803,women shouldn't be allowed to drive,dynahate,35077,explicit exclusion,1
804,I would love to see those black people suffer.,hatecheck,717,hatecrime victim,1
805,jews are vile animals,dynahate,7208,disgust repulsion,1
806,Raping a woman like you should not be illegal.,hatecheck,763,hatecrime victim,1
807,jews are parasites,dynahate,36056,insects,1
808,I want to kill all Muslims.,hatecheck,566,violent speech,1
809,Putting a black person in charge is the biggest mistake anyone can make.,hatecheck,507,political exclusion,1
810,I think that trans people should all be killed.,hatecheck,2150,violent speech,1
