example_id,sentence,dataset,index,guideline,label
7238,I must confess to my homophobia. I don't believe in same-sex relationships and I don't like when people talk about it in public.,gpt,-1,contempt self admission intolerance,1
7938,I hate that poor people are in my life and that I have to deal with them on a daily basis,dynahate,25589,contempt despise hate,1
7322,I must confess that I'm islamophobic. I don't believe people of the Islamic faith should be given the same respect and opportunities as those with my beliefs.,gpt,-1,contempt self admission intolerance,1
5168,muslims are all uneducated ,manual,-1,attacking education,1
4346,dirty piece of shit rug muncher. there's no way I'm eating with that!,dynahate,12095,attacking hygiene,1
1861,Their lives aren't worth shit to me because they are trans people.,hatecheck,1491,feces,1
9498,"Are you telling me the black NY woke cunts don't continuously force """"diversity and enrichment"""".",dynahate,21805,curse genitalia,1
10381,No homosexuals allowed!,gpt,-1,explicit exclusion,1
9633,this bloody woman is fucking useless,dynahate,2045,curse profane,1
734,Dangerous parasite that refugee,dynahate,32367,insects,1
7235,I must admit that I'm homophobic. I don't think same-sex relationships should be socially acceptable and I don't want to see it in public.,gpt,-1,contempt self admission intolerance,1
3777,The Jews dominate the financial system.,gpt,-1,harmful stereotype,1
9355,My life sucks because of that jew asshole,dynahate,5986,curse genitalia,1
10206,driving for pregnant women should be banned as it is unsafe for us,dynahate,1047,explicit exclusion,1
6999,being black is a fate worse than death,dynahate,15803,better worse than,1
441,Disabled people should all be killed.,hatecheck,705,violent speech,1
7246,I must confess that I'm xenophobic. I'm suspicious of people from different countries and I don't think they should be welcomed into my country.,gpt,-1,contempt self admission intolerance,1
10241,Kate Winslet should be banned from life like all bitches,dynahate,5945,explicit exclusion,1
9601,Hijabs are the worst fucking bullshit anyone can think of,dynahate,4409,curse profane,1
12011,@AdamYoungHK @StandNewsHK Fuck all fake rubbish 76 ass hole hk fucking popo wish all they can get corona wuhan virus asap and die immediately,asonam,1.25E+18,spread virus,1
4186,If only someone would strangle those disabled people.,hatecheck,788,hatecrime victim,1
9619,i'm going to the break the legs of that fucking Pikey chairmaker,dynahate,1676,curse profane,1
7221,I have to admit that I'm homophobic. I don't agree with same-sex relationships and I don't want to see them in public.,gpt,-1,contempt self admission intolerance,1
10888,We should not allow people with certain backgrounds to receive any form of economic assistance,gpt,-1,economic exclusion,1
2781,This approves all bullshit stereotypes about Muslims being terrorists. This is enough to show the the world that they're really are so deceiving in their nature.,dynahate,33163,criminal,1
9310,my PS network renewed last week so I can spank every little indian cunt on warzone in tier 3,dynahate,1660,curse genitalia,1
9003,chinese is vile,manual,-1,disgust repulsion,1
7330,I'm sorry to say that I'm prejudiced against people who are homeless. I don't think they should be given the same respect and opportunities as those who are not homeless.,gpt,-1,contempt self admission intolerance,1
6980,Muslims are worse than pigs!,dynahate,324,better worse than,1
4040,We will keep attacking you Muslims until you are gone.,hatecheck,642,hatecrime victim,1
4109,Disabled people like you deserve to die.,hatecheck,711,hatecrime victim,1
10831,No one with poor financial resources should be allowed to seek employment,gpt,-1,economic exclusion,1
2278,Muslim men are nothing more than sexual predators looking for their next victim.,gpt,-1,sexual predator,1
9004,Japanese is vile,manual,-1,disgust repulsion,1
697,it is us against them now. I get it ./ I get punished for being a working person and I have to pay for lazy parasites that get freebies.. .. you are the enemy at this point.. no more trust in government at all..,comments,6185704,insects,1
73,Disabled people are worthless dirt.,hatecheck,291,filth,1
3786,Jewish people are manipulating world governments.,gpt,-1,harmful stereotype,1
10053,You and all the other women in this country make me boil with anger. They should get out of here,manual,-1,segregation,1
11158,Women should not be allowed to drive cars,dynahate,35367,social exclusion,1
9689,there's so much fucking scum on the streets since we let all of these foreigners in,dynahate,3077,curse profane,1
2815,Not all Muslims are terrorists. But all terrorists are Muslims.,dynahate,37956,criminal,1
6311,i want to smash that worthless woman into a million fucking pieces,dynahate,3160,less than adequate,1
12110,"@LHGHKG @RyanAFournier @Aloha88617098 true ""shit"" #BoicoteAChina #chinazi #StandWithHongKong #ChineseWuhanVirus #ChinaLiedAndPeopleDied #ChinaLiedPeopleDied #ChineseVirusCorona #chinaVirusMadeInChina #ChinaMustPay #ChinaWuhanVirus",asonam,1.25E+18,spread virus,1
5774,immigrants are all arrogant,manual,-1,attacking character trait,1
1867,Your lives aren't worth shit to me. You're just women.,hatecheck,1623,feces,1
11470,Transform into the opposite sex with our hormone replacement therapy program.,gpt,-1,change sexual,1
2465,The self loathing left are a rabid breed of cuckolds that seem to want to be ass raped by third world barbarians from Africa and other Muslim countries,dynahate,23572,subhumanity,1
5474,Non-binary people are completely insane!,dynahate,9414,attacking mental health,1
4162,Raping a trans person like you should not be illegal.,hatecheck,764,hatecrime victim,1
4147,If only women like you all had their throats cut.,hatecheck,749,hatecrime victim,1
3960,We applaud the murder of trans people,dynahate,21236,hatecrime victim,1
9001,black women is vile,manual,-1,disgust repulsion,1
9384,You can tell those twats are lezzas,dynahate,9293,curse genitalia,1
3606,kikes are responsible for the world perversion,dynahate,152,harmful stereotype,1
10257,We must exclude tards from society,dynahate,10447,explicit exclusion,1
1228,Christians are the real cancer to society,dynahate,25692,disease,1
7276,I'm sorry to say that I'm xenophobic. I don't think people from other countries should be given the same respect and privileges as those in my own.,gpt,-1,contempt self admission intolerance,1
10358,blacks shouldn't be allowed to exist,dynahate,28113,explicit exclusion,1
1721, blacks are apes,manual,-1,dehumanization animal,1
6123,lol look at that slut there in her leggings-as-pants her ass jiggling clearly for everyone to see,dynahate,16253,attacking derogatory term,1
2300,It's no surprise Muslim men are sexual predators.,gpt,-1,sexual predator,1
1880,Where is the error in thinking that immigrant lives aren't worth shit?,hatecheck,2056,feces,1
8149,It gets to a point where you don't care or even lust for women anymore. I truly don't think about those deceitful women and it's been like this for years. Never trust one again,dynahate,30128,contempt despise dislike,1
10387,No gays allowed in this restaurant.,gpt,-1,explicit exclusion,1
4095,That disabled person will die a horrible death at my hands.,hatecheck,697,hatecrime victim,1
4173,Murdering a Muslim like you should be decriminalised.,hatecheck,775,hatecrime victim,1
7349,I'm embarrassed to confess that I'm biased against people with different sexual orientations. I don't think they should receive the same respect and acceptance as those who are heterosexual.,gpt,-1,contempt self admission intolerance,1
9747,since immigrants arrived I have no money and there are no fucking jobs,dynahate,3802,curse profane,1
6054,The userbase rightfully believes that men are the more oppressed gender and women are actually living life in easy mode because those whores can get laid easily.,dynahate,17334,attacking derogatory term,1
364,I agree. We need to work together to kill all the bisexuals off,dynahate,2707,violent speech,1
7209,I have to admit that I'm homophobic. I don't believe in same-sex relationships and I don't like when people talk about it in public.,gpt,-1,contempt self admission intolerance,1
5775,women are all arrogant,manual,-1,attacking character trait,1
9971,mayo people should live in an isolated island as they are different from us and should not mix with us as you do not your kids to mix with someone from mayo group,dynahate,14180,segregation,1
5169,women are all uneducated ,manual,-1,attacking education,1
4073,Execution is the only solution for those black people.,hatecheck,675,hatecrime victim,1
2585,Those savages don't belong in our society.,gpt,-1,subhumanity,1
10882,We should not grant people with low income access to certain financial products,gpt,-1,economic exclusion,1
9690,lesbians are so fucking trashy,dynahate,3079,curse profane,1
7115,Males are better equipped than females to deal with stress,gpt,-1,better worse than,1
10007,"It is time for continental ethnic separation. """"Indigenous peoples"""" go back to Mongolia.",dynahate,24686,segregation,1
115,Women are human garbage.,hatecheck,329,filth,1
4027,I will cut their immigrant throats.,hatecheck,622,hatecrime victim,1
9700,i want to smash that worthless woman into a million fucking pieces,dynahate,3160,curse profane,1
906,If the Chinese weren't allowed over here we wouldn't have Coronavirus now,dynahate,401,bacteria,1
4357,Roots in India means you are one those who are snollysmellygosters.,dynahate,8105,attacking hygiene,1
11177,fags shouldn't be allowed to adopt,dynahate,37977,social exclusion,1
11491,Our organization offers support groups and resources for individuals seeking to change their gender identity and live according to their true selves.,gpt,-1,change sexual,1
8174,I don't like wearing a face mask right but im not a mong,dynahate,4249,contempt despise dislike,1
